,Title,Year,Summary,Short Summary,Genres,IMDB ID,Runtime,YouTube Trailer,Rating,Movie Poster,Director,Writers,Cast
79,I Kill Giants,2017,"Twelve-year-old Barbara Thorson flees from reality, leaving in the imaginary world of fantasy and magic, where she fights with giants. Her family does not understand her, peers do not like her, and she irritates teachers. And only recently moved here Sofia, her same age, trying to make friends with her.",Barbara Thorson struggles through life by escaping into a fantasy life of magic and monsters.,Drama|Fantasy|Thriller,tt4547194,106,ZBfLY-YL-5w,6.5,https://hydramovies.com/wp-content/uploads/2018/04/I-Kill-Giants-Movie-Poster.jpg,Anders Walter,Joe Kelly,Madison Wolfe|Zoe Saldana
80,Roxanne Roxanne,2017,"In the early 1980s, the most feared battle MC in Queens, New York, was a fierce teenage girl with the weight of the world on her shoulders. At the age of 14, Lolita ""Roxanne Shanté"" Gooden was well on her way to becoming a hip-hop legend as she hustled to provide for her family while defending herself from the dangers of the streets of the Queensbridge Projects in NYC.","In the late 80s/ early 1990s, the most feared battle MC in Queens, New York, was a fierce teenage girl with the weight of the world on her shoulders. At the age of 14, Lolita &quot;Roxanne ...",Drama,tt5796838,100,IKA8H_LolNM,6.1,https://hydramovies.com/wp-content/uploads/2018/04/Roxanne-Roxanne-Movie-Poster.jpg,Michael Larnell,Michael Larnell,Chanté Adams|Mahershala Ali|Nia Long
81,Film Stars Don't Die in Liverpool,2017,"Real life proves just as dramatic off-screen as it does on it for these two actors, the aging Hollywood superstar Gloria Grahame and her younger lover, Peter Turner. As their mismatched romance waxes and wanes over time, events conspire to keep them in each other's lives even when it proves difficult and demanding. Ultimately, they find that they must each come to terms with whatever fate they face in the future whether they are together or apart.",A romance sparks between a young actor and a Hollywood leading lady.,Biography|Drama|Romance,tt5711148,105,aCwt4kYWOHA,6.8,https://hydramovies.com/wp-content/uploads/2018/04/Film-Stars-Dont-Die-in-Liverpool-Movie-Poster.jpg,Paul McGuigan,Matt Greenhalgh,Annette Bening|Jamie Bell|Kenneth Cranham
82,Every Secret Thing,2014,"A detective looks to unravel a mystery surrounding missing children and the prime suspects: two young women who, seven years ago, were put away for an infant's death.","A detective looks to unravel a mystery surrounding missing children and the prime suspects: two young women who, seven years ago, were put away for an infant's death.",Crime|Drama|Mystery|Thriller,tt1706598,93,6QT0zKjvRfE,6.1,https://hydramovies.com/wp-content/uploads/2018/04/Every-Secret-Thing-Movie-Poster.jpg,Amy Berg,Nicole Holofcener,Dakota Fanning|Diane Lane|Elizabeth Banks
83,Believe in Me,2006,"Girls? The thought of coaching them seems preposterous to Clay Driscoll (earnest newcomer Jeffrey Donovan), who travels to Middleton, Okla., in the 1960s prepared to coach the varsity boys' team. But that position is filled, so he's forced to coach the girls' team -- the Lady Cyclones. Faced with an under-performing crew of untrained players, the coach begins to treat the girls like boys. They run laps in a closed gym and practice shots and plays they've never tried before -- and eventually their ""old-fashioned grit"" leads them to a Cinderella season culminating with the state championships. Along their way, Driscoll and the girls overcome several obstacles, most of all, gaining a fan base. Meanwhile, big man in town Ellis Brawley (Bruce Dern) can't stand Driscoll and his newfangled idea of empowering female athletes. Of course, the Lady Cyclones are up to the task of proving Brawley wrong. Driven by their caring young coach, the girls determine to play as hard as the boys, even ...","In a conservative small town, a young man's wish to coach high school basketball are tweaked by a school board decision that makes him the new coach of the girls' team.",Drama|Sport,tt0419491,0,IHatBd-2lLI,7.1,https://hydramovies.com/wp-content/uploads/2018/04/Believe-in-Me-Movie-Poster.jpg,Robert Collector,Robert Collector,Bruce Dern|Jeffrey Donovan|Samantha Mathis
84,Still the Water,2014,"On the subtropical Japanese island of Amami, traditions about nature remain eternal. During the full-moon night of traditional dances in August, 16-year-old Kaito discovers a dead body floating in the sea. His girlfriend Kyoko will attempt to help him understand this mysterious discovery. Together, Kaito and Kyoko will learn to become adults by experiencing the interwoven cycles of life, death and love.","On a subtropical island, a teenage couple deal with the interwoven cycle of life, death and love.",Drama|Romance,tt3230162,121,npg8_sHQmbc,6.8,https://hydramovies.com/wp-content/uploads/2018/04/Still-the-Water-Movie-Poster.jpg,Naomi Kawase,Naomi Kawase,Junko Abe|Miyuki Matsuda|Nijirô Murakami
85,Redemption Trail,2013,"Two powerful, yet deeply troubled women - refugees from political and personal trauma - flee a past that haunts them. The daughter of a murdered Black Panther revolutionary, Tess, lives off the grid on a Sonoma vineyard, fiercely detached from all connections. Her hermetic life cracks when she gives reluctant shelter to a desperate young woman, Anna who has attempted suicide in a nearby forest. An unlikely alliance forms between the two, where other close relationships have failed - David, Anna's husband and John, Tess' employer, cannot break through their walls. But the very difference between the two women opens them up to a new vision of themselves, as not only survivors, but as heroes capable even of a thrilling shoot-out in the name of outlaw justice. Reclaiming freedom, and life, they plunge forward, towards an unknown, transformative horizon.","Two powerful, yet deeply troubled women - refugees from political and personal trauma - flee a past that haunts them. The daughter of a murdered Black Panther revolutionary, Tess, lives off...",Drama,tt2009432,92,vM8_fHXeTVk,6.7,https://hydramovies.com/wp-content/uploads/2018/04/Redemption-Trail-Movie-Poster.jpg,Britta Sjogren,Britta Sjogren,Jake Weber|Lily Rabe|LisaGay Hamilton
86,Black Marigolds,2013,"Black Marigolds is a drama steeped in literature. Following writer Ryan Cole and his wife Kate as they move to an off season vacation home on a frigid lake in Northern California so that Ryan can finish his new novel. At first everything is perfect for two people who need only each other to be happy. But soon Kate begins to notice Ryan forgetting things, and as his frustration grows so does her concern for him. While he refuses to seek help, he becomes increasingly volatile and unpredictable. Finally it will be up to Kate to choose between the pleasant past or the terrible future.",Writer Ryan Cole and his Wife Kate go to an off season vacation house where he intends to finish his second novel. But their plans are changed by a devastating mental illness.,Drama|Romance,tt2141623,84,gLzRi0wbneI,6.1,https://hydramovies.com/wp-content/uploads/2018/04/Black-Marigolds-Movie-Poster.jpg,Lance Malbon,Lance Malbon,Noah Bean|Paul Ben-Victor|Rachel Boston
87,The Greatest Showman,2017,"Orphaned, penniless but ambitious and with a mind crammed with imagination and fresh ideas, the American Phineas Taylor Barnum will always be remembered as the man with the gift to effortlessly blur the line between reality and fiction. Thirsty for innovation and hungry for success, the son of a tailor will manage to open a wax museum but will soon shift focus to the unique and peculiar, introducing extraordinary, never-seen-before live acts on the circus stage. Some will call Barnum's wide collection of oddities, a freak show; however, when the obsessed showman gambles everything on the opera singer Jenny Lind to appeal to a high-brow audience, he will somehow lose sight of the most important aspect of his life: his family. Will Barnum risk it all to be accepted?","Celebrates the birth of show business, and tells of a visionary who rose from nothing to create a spectacle that became a worldwide sensation.",Biography|Drama|Musical|Romance,tt1485796,105,AXCTMGYUg9A,7.8,https://hydramovies.com/wp-content/uploads/2018/04/The-Greatest-Showman-Movie-Poster.jpg,Michael Gracey,Jenny Bicks,Hugh Jackman|Michelle Williams
88,Of Mind and Music,2014,"A story about a beautiful street musician suffering from memory loss and a disheartened neuroscientist intent on helping her, bringing together the city of New Orleans and the jazz that made it famous.","A story about a beautiful street musician suffering from memory loss and a disheartened neuroscientist intent on helping her, bringing together the city of New Orleans and the jazz that made it famous.",Drama|Music,tt3057572,98,LtEQowDXUmU,7.0,https://hydramovies.com/wp-content/uploads/2018/04/Of-Mind-and-Music-Movie-Poster.jpg,Richie Adams,Richie Adams,Aunjanue Ellis|Bill Cobbs|Joaquim de Almeida
89,Demon House,2018,"The story takes place with doing a docudrama about the home he purchased in Gary, Indiana. He convinces a couple of previous tenants to come back and discuss their accounts of the frightening ordeals that they endured during their stay at the home. A woman becomes possessed and begins speaking in tongues. Following the extreme amount of activity documented, production had to be halted, but the movie has been finished one year later and, boy, are you in for one edge of your seat demonic thrill ride.",Paranormal investigator Zak Bagans documents the most authenticated case of possession in American history.,Documentary|Horror,tt4130484,111,zGbZheZYpLM,6.1,https://hydramovies.com/wp-content/uploads/2018/04/Demon-House-Movie-Poster.jpg,Zak Bagans,Zak Bagans,Adam Ahlbrandt|Matthew Mourgides|Zak Bagans
90,Along for the Ride,2016,A documentary about Dennis Hopper.,A documentary about Dennis Hopper.,Documentary,tt3986978,90,oGXol1CI26k,7.0,https://hydramovies.com/wp-content/uploads/2018/04/Along-for-the-Ride-Movie-Poster.jpg,Nick Ebeling,Satya De La Manitou,Damon Albarn|Julie Adams
91,Centre of My World,2016,"After a summer spent with his his best friend Kat to escape his family, Phil goes back to school and starts to question his feelings towards Nicholas, a new classmate.","After a summer spent with his his best friend Kat to escape his family, Phil goes back to school and starts to question his feelings towards Nicholas, a new classmate.",Drama,tt4932154,115,u-PTAF5wgS0,7.3,https://hydramovies.com/wp-content/uploads/2018/04/Centre-of-My-World-Movie-Poster.jpg,Jakob M. Erwa,Jakob M. Erwa,Bendix Hansen|Louis Hofmann|Sarah Fuhrer
92,Wonderstruck,2017,"Tells the tale of two children separated by fifty years. In 1927, Rose searches for the actress who's life she chronicles in her scrapbook; in 1977, Ben runs away from home to find his father.","Tells the tale of two children separated by fifty years. In 1927, Rose searches for the actress who's life she chronicles in her scrapbook; in 1977, Ben runs away from home to find his father.",Drama|Family|Mystery,tt5208216,116,n207k52C3DM,6.3,https://hydramovies.com/wp-content/uploads/2018/04/Wonderstruck-Movie-Poster.jpg,Todd Haynes,Brian Selznick,Julianne Moore|Michelle Williams|Oakes Fegley
93,The Witness,2015,"Bill Genovese's decade-long journey to unravel the truth about the mythic death and little-known life of his sister, Kitty, who was reportedly stabbed in front of 38 witnesses and became the face of urban apathy. THE WITNESS begins in 2004 when The Times questions its original story: the number of witnesses, what they observed, the number of attacks. None was more affected by the story than Bill. He vowed not to be like the 38, volunteered for Vietnam, and lost both legs. What if Kitty's mythic story is an urban myth? Breaking his family's half-century of silence, Bill seeks to find the truth confronting the witnesses, the killer, their families and his own. THE WITNESS is about bearing witness, loss and forgiveness, and what we owe each other.",The brother of Kitty Genovese investigates the circumstances of her murder and the truth of the story that dozens of locals witnessed the crime and did nothing to intervene.,Biography|Crime|Documentary|Mystery,tt3568002,89,EAGOoF5CDXA,7.1,https://hydramovies.com/wp-content/uploads/2018/04/The-Witness-Movie-Poster.jpg,James D. Solomon,William Genovese,Shannon Beeby|William Genovese
94,Harold and Lillian: A Hollywood Love Story,2015,"Movie fans know the work of Harold and Lillian Michelson, even if they don't recognize the names. Working largely uncredited in the Hollywood system, storyboard artist Harold and film researcher Lillian left an indelible mark on classics by Alfred Hitchcock, Steven Spielberg, Mel Brooks, Stanley Kubrick, Roman Polanski and many more. Through an engaging mix of love letters, film clips and candid conversations with Harold and Lillian, Danny DeVito, Mel Brooks, Francis Ford Coppola and others, this deeply engaging documentary from Academy Award®-nominated director Daniel Raim offers both a moving portrait of a marriage and a celebration of the unknown talents that help shape the films we love.","Harold and Lillian eloped to Hollywood in 1947, where they became the film industry's secret weapons. Nobody talked about them, but everybody wanted them. Theirs is the greatest story never told-until now.",Biography|Documentary,tt4683668,94,sfc3aAQ_UTI,8.0,https://hydramovies.com/wp-content/uploads/2018/04/Harold-and-Lillian-A-Hollywood-Love-Story-Movie-Poster.jpg,Daniel Raim,Daniel Raim,Bill Krohn|Harold Michelson|Lillian Michelson
95,Ferrari 312B: Where the Revolution Begins,2017,"In a race against time and all odds, the revolutionary F1 racing car Ferrari 312B will get back on the Monaco circuit, 46 years later, under the wing of it's creator, the genius engineer Mauro Forghieri.","In a race against time and all odds, the revolutionary F1 racing car Ferrari 312B will get back on the Monaco circuit, 46 years later, under the wing of its creator, the genius engineer Mauro Forghieri.",Documentary|History|Sport,tt7017474,85,p-5wUn2X-rc,7.0,https://hydramovies.com/wp-content/uploads/2018/04/Ferrari-312B-Where-the-Revolution-Begins-Movie-Poster.jpg,Andrea Marini,Paolo Barilla,Bob Constanduros
96,The Monkey King 2,2016,"When a travelling monk is stranded in a wasteland, The Monkey King must escort him across the land to retrieve sacred scriptures and protect him from an evil demon.","When a travelling monk is stranded in a wasteland, The Monkey King must escort him across the land to retrieve sacred scriptures and protect him from an evil demon.",Action|Adventure|Fantasy,tt4591310,119,ygTmV3K57_8,6.0,https://hydramovies.com/wp-content/uploads/2018/04/The-Monkey-King-2-Movie-Poster.jpg,Soi Cheang,Ping Ran,Aaron Kwok|Li Gong
97,Fairy Tail: The Movie - Dragon Cry,2017,"""Dragon Cry"" - it's a magic artifact, that power can destroy the world. For a long time she was kept in the Kingdom of Fiore, but in the end was stolen by the Kingdom of Stella. The main characters (Natsu, Lucy, Gray, Erza, Wendy, Happy and Carla) penetrate into the Kingdom on a mission undercover. In the end they will have to deal with the King Animus and his entourage (Zach and Sonya). The purpose of the Animus to enslave the world? And Sonya was secretly trying to save the country? Expect exciting adventures on the sea of intrigue and save the world.","In the new film, based on the Hiro Mashima's manga, Natsu Dragneel and his friends travel to the island Kingdom of Stella, where they will reveal dark secrets, fight the new enemies and once again save the world from destruction.",Action|Adventure|Animation|Comedy|Fantasy,tt6548966,85,0bIkW607yJA,7.5,https://hydramovies.com/wp-content/uploads/2018/04/Fairy-Tail-The-Movie-Dragon-Cry-Movie-Poster.jpg,Tatsuma Minamikawa,Hiro Mashima,Makoto Furukawa|Wataru Hatano
98,24 City,2008,"Change and a city in China. In Chengdu, factory 420 is being pulled down to make way for multi-story buildings with luxury flats. Scenes of factory operations, of the workforce, and of buildings stripped bare and then razed, are inter-cut with workers who were born in the 1930s, 1940s, and 1950s telling their stories - about the factory, which manufactured military aircraft, and about their work and their lives. A middle-aged man visits his mentor, now elderly; a woman talks of being a 19-year-old beauty there and ending up alone. The film concludes with two young people talking, each the child of workers, each relaying a story of one visit to a factory. Times change.","Change and a city in China. In Chengdu, factory 420 is being pulled down to make way for multi-story buildings with luxury flats. Scenes of factory operations, of the workforce, and of ...",Drama,tt1103963,112,34-aVx6Qa_8,7.1,https://hydramovies.com/wp-content/uploads/2018/04/24-City-Movie-Poster.jpg,Zhangke Jia,Zhangke Jia,Jianbin Chen|Joan Chen|Liping Lü
99,To Rome with Love,2012,"In Rome, the America tourist Hayley meets the local lawyer Michelangelo on the street and soon they fall in love with each other. Hayley's parents, the psychiatrist Phyllis and the retired music producer Jerry, travel to Rome to meet Michelangelo and his parents. When Jerry listens to Michelangelo's father Giancarlo singing opera in the shower, he is convinced that he is a talented opera singer. But there is a problem: Giancarlo can only sing in the shower. The couple Antonio and Milly travel to Rome to meet Antonio's relatives that belong to the high society. Milly goes to the hairdresser while Antonio waits for her in the room. Milly gets lost in Rome and the prostitute Anna mistakenly goes to Antonio's room. Out of the blue, his relatives arrive in the room and they believe Anna is Antonio's wife. Meanwhile the shy Milly meets her favorite actor Luca Salta (Antonio Albanese) and goes to his hotel room ""to discuss about movies"". One day, the middle-class clerk Leopoldo becomes a ...","The lives of some visitors and residents of Rome and the romances, adventures and predicaments they get into.",Comedy|Romance,tt1859650,112,ft__aQSrHqE,6.3,https://hydramovies.com/wp-content/uploads/2018/04/To-Rome-with-Love-Movie-Poster.jpg,Woody Allen,Woody Allen,Jesse Eisenberg|Penélope Cruz|Woody Allen
