Title,Year,Summary,"Short Summary",Genres,"IMDB ID",Runtime,"YouTube Trailer",Rating,"Movie Poster",Director,Writers,Cast
Smashed,2012,"Kate and Charlie Hannah have a relationship well lubricated with alcohol, but Kate finally finds her chemical appetites have gotten completely out of control. With the help of an ex-addict friend at work, Kate finds a support group that helps her begin to conquer her addictions. However, that recovery proves just part of a larger personal challenge to rebuild her life even as her marriage with her drunken husband deteriorates.","A married couple whose bond is built on a mutual love of alcohol gets their relationship put to the test when the wife decides to get sober.",Action|Drama,tt2063781,81,KeKLxspQWl8,6.8,https://hydramovies.com/wp-content/uploads/2018/04/Smashed-Movie-Poster.jpg,"James Ponsoldt","Susan Burke","Aaron Paul|Mary Elizabeth Winstead|Nick Offerman"
"Small Time",2014,"A young guy decides to skip college in favor of joining his father on the lot of his used-car business.","A young guy decides to skip college in favor of joining his father on the lot of his used-car business.",Action|Drama,tt2310109,104,hurvmhuwa1k,6,https://hydramovies.com/wp-content/uploads/2018/04/Small-Time-Movie-Poster.jpg,"Joel Surnow","Joel Surnow","Christopher Meloni|Dean Norris|Devon Bostick"
"Slumdog Millionaire",2008,"The story of Jamal Malik, an 18 year-old orphan from the slums of Mumbai, who is about to experience the biggest day of his life. With the whole nation watching, he is just one question away from winning a staggering 20 million rupees on India's Kaun Banega Crorepati? (2000) (Who Wants To Be A Millionaire?) But when the show breaks for the night, police arrest him on suspicion of cheating; how could a street kid know so much? Desperate to prove his innocence, Jamal tells the story of his life in the slum where he and his brother grew up, of their adventures together on the road, of vicious encounters with local gangs, and of Latika, the girl he loved and lost. Each chapter of his story reveals the key to the answer to one of the game show's questions. Each chapter of Jamal's increasingly layered story reveals where he learned the answers to the show's seemingly impossible quizzes. But one question remains a mystery: what is this young man with no apparent desire for riches really ...","A Mumbai teen reflects on his upbringing in the slums when he is accused of cheating on the Indian Version of &quot;Who Wants to be a Millionaire?&quot;",Action|Drama|Romance,tt1010048,120,AIzbwV7on6Q,8,https://hydramovies.com/wp-content/uploads/2018/04/Slumdog-Millionaire-Movie-Poster.jpg,"Danny Boyle","Simon Beaufoy","Dev Patel|Freida Pinto|Saurabh Shukla"
"Slow West",2015,"'Slow West' follows a 16-year-old boy on a journey across 19th Century frontier America in search of the woman he loves, while accompanied by mysterious traveler Silas.","A young Scottish man travels across America in pursuit of the woman he loves, attracting the attention of an outlaw who is willing to serve as a guide.",Action|Mystery|Romance|Thriller|Western,tt3205376,84,pFfsTsdJfF8,6.9,https://hydramovies.com/wp-content/uploads/2018/04/Slow-West-Movie-Poster.jpg,"John Maclean","John Maclean","Aorere Paki|Caren Pistorius|Kodi Smit-McPhee"
Skyfall,2012,"When Bond's latest assignment goes gravely wrong and agents around the world are exposed, MI6 is attacked forcing M to relocate the agency. These events cause her authority and position to be challenged by Gareth Mallory (Ralph Fiennes), the new Chairman of the Intelligence and Security Committee. With MI6 now compromised from both inside and out, M is left with one ally she can trust: Bond. 007 takes to the shadows - aided only by field agent, Eve (Naomie Harris) - following a trail to the mysterious Silva (Javier Bardem), whose lethal and hidden motives have yet to reveal themselves.","Bond's loyalty to M is tested when her past comes back to haunt her. When MI6 comes under attack, 007 must track down and destroy the threat, no matter how personal the cost.",Action|Adventure|Thriller,tt1074638,143,6kw1UVovByw,7.8,https://hydramovies.com/wp-content/uploads/2018/04/Skyfall-Movie-Poster.jpg,"Sam Mendes","Neal Purvis","Daniel Craig|Javier Bardem"
"Sky High",2005,"It all begins when young Will Stronghold, the son of the two famous superheroes: Steve and Josie, A.K.A. the incredibly strong, seemingly invulnerable Commander and and the high-speed flying Jetstream. However, Will does not actually know if he has any powers of his own, and has not told his parents this. He and his best friend, Layla are facing their first day of a secret school in the clouds like none on earth: Sky High, the first and only high school for kids with super-human powers going through crime-fighting puberty. But with no apparent superpowers of his own, however, Will seems destined to grow up a mere sidekick. But as he discovers his true strengths, he'll also learn that it takes loyalty and teamwork to truly become a hero!","Set in an era where superheroes are commonly known and accepted, young William Stronghold, the son of the Commander and Jetstream, tries to find a balance between being a normal teenager and an extraordinary being.",Action|Adventure|Comedy|Family|Sci-Fi,tt0405325,100,nQWxXVN978w,6.2,https://hydramovies.com/wp-content/uploads/2018/04/Sky-High-Movie-Poster.jpg,"Mike Mitchell","Paul Hernandez","Kelly Preston|Kurt Russell"
"Sky Captain and the World of Tomorrow",2004,"In 1939, an intrepid reporter in New York City makes a connection between the story she's covering -- of famous scientists suddenly disappearing around the world, and a recent attack on the city by giant robots. Determined to find the solution to these happenings, she seeks the help of her ex-boyfriend, the captain of a mercenary legion of pilots. The two are investigating the case when the robots attack the city again, though in a stroke of luck, Sky Captain's right-hand man is able to locate their source. They then set off on an adventure in search of the evil mastermind behind these schemes, who is bent on creating a utopia and destroying the current world.","After New York City receives a series of attacks from giant flying robots, a reporter teams up with a pilot in search of their origin, as well as the reason for the disappearances of famous scientists around the world.",Action|Adventure|Mystery|Sci-Fi|Thriller,tt0346156,106,X5Wcg5m34fw,6.1,https://hydramovies.com/wp-content/uploads/2018/04/Sky-Captain-and-the-World-of-Tomorrow-Movie-Poster.jpg,"Kerry Conran","Kerry Conran","Angelina Jolie|Gwyneth Paltrow|Jude Law"
"Sky Blue",2003,"Civilization has been destroyed by war and pollution, but the survivors have built the last city of Ecoban. As most natural resources have been exhausted, Ecoban is powered by pollution. The citizens of Ecoban need to continue creating this pollution leading them into conflict with the inhabitants of Marr while one man just wants to clear away the clouds and see the sky","Civilization has been destroyed by war and pollution, but the survivors have built the last city of Ecoban. As most natural resources have been exhausted, Ecoban is powered by pollution. ...",Action|Animation|Fantasy|Sci-Fi,tt0353014,86,0kuSBLYfwco,6.8,https://hydramovies.com/wp-content/uploads/2018/04/Sky-Blue-Movie-Poster.jpg,"Moon-saeng Kim","Michael Keyes","Andrew Ableson|Cathy Cavadini"
Sinister,2012,"True-crime writer Ellison Oswalt moves himself and his family into a house where a horrific crime took place earlier, but his family doesn't know. He begins researching the crime so that he can write a new book about it to help his flailing career. He uses some ""snuff"" film footage he finds in the house to help him in his research, but he soon finds more than he bargained for. There is a figure in each of the films but who or what is it? As a result, his family start to suffer (as does he) and things take a turn for the worse. Will they survive?","Washed-up true-crime writer Ellison Oswalt finds a box of super 8 home movies that suggest the murder he is currently researching is the work of a serial killer whose work dates back to the 1960s.",Action|Horror|Mystery|Thriller,tt1922777,110,rnDwBSVKgsM,6.8,https://hydramovies.com/wp-content/uploads/2018/04/Sinister-Movie-Poster.jpg,"Scott Derrickson","Scott Derrickson","Ethan Hawke|James Ransone|Juliet Rylance"
"Sin City: A Dame to Kill For",2014,"Marv is unconscious on a highway surrounded by corpses. When he awakes, he has amnesia and tries to recall his last steps from the Kadie's saloon on the Saturday night. He recalls that he found four playboys burning a homeless man alive and defended the poor man. Marv hunts them down and kills the group. The cocky gambler Johnny hits jackpot in slot machines in the Kadie's saloon and invites the waitress Marcie to go with him to play poker game against the powerful Senator Roark. He wins the game and suffers the consequence of his arrogance. The private detective Dwight McCarthy is contacted by his former lover Ava Lord that asks to meet him at the Kadie's saloon. Ava asks him for forgiveness for leaving him to marry the wealthy Damian Lord. However her strong chauffeur Manute takes her home. Dwight snoops around Ava's house but is found and beaten by Manute and the bodyguards. When he returns home, Ava is waiting for him naked in the bed and seduces him again. Then she tells that ...","Some of Sin City's most hard-boiled citizens cross paths with a few of its more reviled inhabitants.",Action|Crime|Thriller,tt0458481,102,nqRRF5y94uE,6.5,https://hydramovies.com/wp-content/uploads/2018/04/Sin-City-A-Dame-to-Kill-For-Movie-Poster.jpg,"Frank Miller","Frank Miller","Jessica Alba|Josh Brolin|Mickey Rourke"
"Sin City",2005,"Four tales of crime adapted from Frank Miller's popular comics, focusing around a muscular brute who's looking for the person responsible for the death of his beloved Goldie, a man fed up with Sin City's corrupt law enforcement who takes the law into his own hands after a horrible mistake, a cop who risks his life to protect a girl from a deformed pedophile, and a hitman looking to make a little cash.","A film that explores the dark and miserable town, Basin City, and tells the story of three different people, all caught up in violent corruption.",Action|Crime|Thriller,tt0401792,124,PRtz8JQw01A,8,https://hydramovies.com/wp-content/uploads/2018/04/Sin-City-Movie-Poster.jpg,"Frank Miller","Frank Miller","Clive Owen|Mickey Rourke"
"Silver Linings Playbook",2012,"Against medical advice and without the knowledge of her husband Pat Solatano Sr., caring Dolores Solatano discharges her adult son, Pat Solatano Jr., from a Maryland mental health institution after his minimum eight month court ordered stint. The condition of the release includes Pat Jr. moving back in with his parents in their Philadelphia home. Although Pat Jr.'s institutionalization was due to him beating up the lover of his wife Nikki, he was diagnosed with bipolar disorder. Nikki has since left him and has received a restraining order against him. Although he is on medication (which he doesn't take because of the way it makes him feel) and has mandatory therapy sessions, Pat Jr. feels like he can manage on the outside solely by healthy living and looking for the ""silver linings"" in his life. His goals are to get his old job back as a substitute teacher, but more importantly reunite with Nikki. He finds there are certain instances where he doesn't cope well, however no less so ...","After a stint in a mental institution, former teacher Pat Solitano moves back in with his parents and tries to reconcile with his ex-wife. Things get more challenging when Pat meets Tiffany, a mysterious girl with problems of her own.",Action|Comedy|Drama|Romance,tt1045658,122,EI_3ywJLQio,7.8,https://hydramovies.com/wp-content/uploads/2018/04/Silver-Linings-Playbook-Movie-Poster.jpg,"David O. Russell","David O. Russell","Bradley Cooper|Jennifer Lawrence|Robert De Niro"
"Silent Hill",2006,"Sharon Da Silva wakes up every night screaming about ""silent hill"". Pursued by a police officer suspicious of her motives and swerving to avoid another child her adoptive mother crashes the car knocking herself unconscious. When Rose Da Silva awakens to find her adopted child is missing, she searches the fog and ash blanketed town for her beloved daughter.","A woman, Rose, goes in search for her adopted daughter within the confines of a strange, desolate town called Silent Hill.",Action|Adventure|Horror|Mystery,tt0384537,125,WWMGZe6iucw,6.6,https://hydramovies.com/wp-content/uploads/2018/04/Silent-Hill-Movie-Poster.jpg,"Christophe Gans","Roger Avary","Laurie Holden|Radha Mitchell|Sean Bean"
Signs,2002,"Preacher Graham Hess, played by Mel Gibson, has lost his faith in God after his wife dies in a brutal car accident. He along with his son and daughter and his brother Merrill lives in a farmhouse. Crop circles begin to appear in their corn fields which Graham dismisses as mischief by miscreants. After hearing strange noises and watching news coverage on crop circles appearing all over the world, the family grows suspicious of alien activities. Now they must stick together and believe, as a family to survive the ordeal and find a way to escape.","A family living on a farm finds mysterious crop circles in their fields which suggests something more frightening to come.",Action|Drama|Mystery|Sci-Fi|Thriller,tt0286106,106,G4f3X1TGSXY,6.7,https://hydramovies.com/wp-content/uploads/2018/04/Signs-Movie-Poster.jpg,"M. Night Shyamalan","M. Night Shyamalan","Joaquin Phoenix|Mel Gibson|Rory Culkin"
Sideways,2004,"A week before his friend Jack is to be married, best man Miles and the prospective groom head off to wine country for a week of fun, relaxation and - of course - wine drinking. Miles is the oenophile and does his best to teach Jack a bit about the art of appreciating great wine. All Jack cares about is drinking and carousing, something he accomplishes when he meets the attractive Stephanie at one of the vineyards. Miles is something of a sad sack, a high school English teacher who is a failed writer at heart. He has yet to get over the fact that his wife has divorced him and that she has remarried and he now faces that nerve racking wait for word from a prospective publisher. Miles has an opportunity to start anew when he meets Stephanie's friend Maya but when he let's slip that Jack is about to be married any hope of a relationship seems to be lost.","Two men reaching middle age with not much to show but disappointment embark on a week-long road trip through California's wine country, just as one is about to take a trip down the aisle.",Action|Adventure|Comedy|Drama|Romance,tt0375063,126,vzYrieVib1U,7.5,https://hydramovies.com/wp-content/uploads/2018/04/Sideways-Movie-Poster.jpg,"Alexander Payne","Rex Pickett","Paul Giamatti|Thomas Haden Church"
"Side Effects",2013,"Emily Taylor, despite being reunited with her husband from prison, becomes severely depressed with emotional episodes and suicide attempts. Her psychiatrist, Jonathan Banks, after conferring with her previous doctor, eventually prescribes an experimental new medication called Ablixa. The plot thickens when the side effects of the drug lead to Emily killing her husband in a ""sleepwalking"" state. With Emily plea-bargained into mental hospital confinement and Dr. Banks' practice crumbling around him, the case seems closed. However, Dr. Banks cannot accept full responsibility and investigates to clear his name. What follows is a dark quest that threatens to tear what's left of his life apart even as he discovers the diabolical truth of this tragedy.","A young woman's world unravels when a drug prescribed by her psychiatrist has unexpected side effects.",Action|Crime|Drama|Mystery|Thriller,tt2053463,106,EFEou3MBLi4,7.1,https://hydramovies.com/wp-content/uploads/2018/04/Side-Effects-Movie-Poster.jpg,"Steven Soderbergh","Scott Z. Burns","Channing Tatum|Jude Law|Rooney Mara"
"Shutter Island",2010,"It's 1954, and up-and-coming U.S. marshal Teddy Daniels is assigned to investigate the disappearance of a patient from Boston's Shutter Island Ashecliffe Hospital. He's been pushing for an assignment on the island for personal reasons, but before long he wonders whether he hasn't been brought there as part of a twisted plot by hospital doctors whose radical treatments range from unethical to illegal to downright sinister. Teddy's shrewd investigating skills soon provide a promising lead, but the hospital refuses him access to records he suspects would break the case wide open. As a hurricane cuts off communication with the mainland, more dangerous criminals ""escape"" in the confusion, and the puzzling, improbable clues multiply, Teddy begins to doubt everything - his memory, his partner, even his own sanity.","In 1954, a U.S. Marshal investigates the disappearance of a murderer, who escaped from a hospital for the criminally insane.",Action|Mystery|Thriller,tt1130884,138,5iaYLCiq5RM,8.1,https://hydramovies.com/wp-content/uploads/2018/04/Shutter-Island-Movie-Poster.jpg,"Martin Scorsese","Laeta Kalogridis","Emily Mortimer|Leonardo DiCaprio|Mark Ruffalo"
"Shrek the Third",2007,"When Fiona's father and King of Far Far Away passes away, the clumsy Shrek becomes the immediate successor of the throne. However, Shrek decides to find the legitimate heir Artie in a distant kingdom with his friends Donkey and Puss in Boots to be able return to his beloved house in the swamp with the pregnant Fiona. Meanwhile, the envious and ambitious Prince Charming joins the villains of the fairytales plotting a coup d'état to become the new king.","When his new father-in-law, King Harold falls ill, Shrek is looked at as the heir to the land of Far, Far Away. Not one to give up his beloved swamp, Shrek recruits his friends Donkey and Puss in Boots to install the rebellious Artie as the new king. Princess Fiona, however, rallies a band of royal girlfriends to fend off a coup d'etat by the jilted Prince Charming.",Adventure|Animation|Comedy|Family|Fantasy,tt0413267,93,BZQewunPPA4,6,https://hydramovies.com/wp-content/uploads/2018/04/Shrek-the-Third-Movie-Poster.jpg,"Chris Miller","Jeffrey Price","Cameron Diaz|Mike Myers"
"Shrek the Musical",2013,"Make room for ogre-sized family fun as the greatest fairy tale never told comes to life in a whole new way in this breathtaking Broadway musical adaptation of the hit movie Shrek!","Make room for ogre-sized family fun as the greatest fairy tale never told comes to life in a whole new way in this breathtaking Broadway musical adaptation of the hit movie Shrek!",Action|Comedy|Family|Fantasy|Musical,tt3070936,130,UPSPj3kx3Cc,7.1,https://hydramovies.com/wp-content/uploads/2018/04/Shrek-the-Musical-Movie-Poster.jpg,"Michael John Warren","David Lindsay-Abaire","Brian d'Arcy James|Christopher Sieber|Sutton Foster"
"Shrek Forever After",2010,"The once hideous ogre Shrek is now living a good life with wife Fiona and his three children. But he soon has a meltdown in front of them and his friends during his kids' birthday party. He suddenly wants to be a real ogre like he was before he ever met Fiona. So he turns to devious deal maker Rumplestiltskin for help. At first, Shrek lives the life he once lost and everything is good. But he soon finds out that he has been set up by Rumplestiltskin, who now rules the land with an iron fist. Teaming with friends Donkey, Fiona and Puss in Boots, Shrek is in for the fight of his life as he tries to get his life back before time runs out.","Rumpelstiltskin tricks a mid-life crisis burdened Shrek into allowing himself to be erased from existence and cast in a dark alternate timeline where Rumpel rules supreme.",Action|Adventure|Animation|Comedy|Family,tt0892791,93,u7__TG7swg0,6.3,https://hydramovies.com/wp-content/uploads/2018/04/Shrek-Forever-After-Movie-Poster.jpg,"Mike Mitchell","William Steig","Cameron Diaz|Mike Myers"
Shrek,2001,"When a green ogre named Shrek discovers his swamp has been 'swamped' with all sorts of fairytale creatures by the scheming Lord Farquaad, Shrek sets out with a very loud donkey by his side to 'persuade' Farquaad to give Shrek his swamp back. Instead, a deal is made. Farquaad, who wants to become the King, sends Shrek to rescue Princess Fiona, who is awaiting her true love in a tower guarded by a fire-breathing dragon. But once they head back with Fiona, it starts to become apparent that not only does Shrek, an ugly ogre, begin to fall in love with the lovely princess, but Fiona is also hiding a huge secret.","After his swamp is filled with magical creatures, Shrek agrees to rescue Princess Fiona for a villainous lord in order to get his land back.",Action|Adventure|Animation|Comedy|Family,tt0126029,90,jYejzdBwvY4,7.9,https://hydramovies.com/wp-content/uploads/2018/04/Shrek-Movie-Poster.jpg,"Andrew Adamson","William Steig","Eddie Murphy|Mike Myers"
"Shrek 2",2004,"Shrek has rescued Princess Fiona, got married, and now is time to meet the parents. Shrek, Fiona, and Donkey set off to Far, Far Away to meet Fiona's mother and father. But not everyone is happy. Shrek and the King find it hard to get along, and there's tension in the marriage. It's not just the family who are unhappy. Prince Charming returns from a failed attempt at rescuing Fiona, and works alongside his mother, the Fairy Godmother, to try and find a way to get Shrek away from Fiona.","Princess Fiona's parents invite her and Shrek to dinner to celebrate her marriage. If only they knew the newlyweds were both ogres.",Action|Adventure|Animation|Comedy|Family,tt0298148,93,k0Bb0jaKB-Y,7.2,https://hydramovies.com/wp-content/uploads/2018/04/Shrek-2-Movie-Poster.jpg,"Andrew Adamson","William Steig","Eddie Murphy|Mike Myers"
"Short Term 12",2013,"At a foster-care facility for at-risk teenagers, Grace is a young counselor trying to do her best for kids who often have been pulled from the worst kinds of home situations. Even then, life is not easy as Grace and her colleagues care for kids who are too often profoundly scarred, even as they try to have lives of their own. Now, things are coming to a head as Grace readies for marriage even as some her charges are coming to major turning points in their lives. To cope, Grace will have to make difficult perceptions and decisions that could put her career, and more importantly her charges, at dire risk.","A 20-something supervising staff member of a residential treatment facility navigates the troubled waters of that world alongside her co-worker and longtime boyfriend.",Action|Drama,tt2370248,96,qhS6tvSb0UQ,8,https://hydramovies.com/wp-content/uploads/2018/04/Short-Term-12-Movie-Poster.jpg,"Destin Daniel Cretton","Destin Daniel Cretton","Brie Larson|Frantz Turner|John Gallagher Jr."
Shooter,2007,"Bob Lee Swagger, one of the world's great marksmen and the son of a Congressional Medal of Honoree, is a loner living in the Rockies. He's left the military, having been hung out to dry in a secret Ethiopian mission a few years before, when he's recruited by a colonel to help find a way that the President of the US might be assassinated in one of three cities in the next two weeks. He does his work, but the shot is fired notwithstanding and Bob Lee is quickly the fall guy: wounded and hunted by thousands, he goes to ground and, aided by two unlikely allies, searches for the truth and for those who double-crossed him. All roads lead back to Ethiopia.","A marksman living in exile is coaxed back into action after learning of a plot to kill the President. Ultimately double-crossed and framed for the attempt, he goes on the run to find the real killer and the reason he was set up.",Action|Crime|Drama|Mystery|Thriller,tt0822854,124,MLPeU18jWUg,7.2,https://hydramovies.com/wp-content/uploads/2018/04/Shooter-Movie-Poster.jpg,"Antoine Fuqua","Jonathan Lemkin","Mark Wahlberg|Michael Peña|Rhona Mitra"
"Shoot 'Em Up",2007,"Late at night, in an unnamed U.S. city, a solitary man sits at a bus stop. A pregnant woman runs by, pursued by a man with a gun. With reluctance, the man at the bus stop rescues her and assists with the baby's delivery, while additional pursuers fire at them, including the gang's particularly nasty leader, an intuitive man named Hertz. Our hero, known only as Smith, determines to save the child and find out why Hertz wants the baby dead. At a local bordello, he tries to employ a lactating hooker to watch the child, but things quickly escalate, and this makeshift family is soon on the run. Heavy metal music calms the baby. Why? A laboratory, gun factory, and presidential campaign all figure in Smith's quest for the child's safe deliverance.","A man named Mr. Smith delivers a woman's baby during a shootout, and is then called upon to protect the newborn from the army of gunmen.",Action|Comedy|Crime|Thriller,tt0465602,86,jlx4n_ibNZE,6.7,https://hydramovies.com/wp-content/uploads/2018/04/Shoot-Em-Up-Movie-Poster.jpg,"Michael Davis","Michael Davis","Clive Owen|Monica Bellucci|Paul Giamatti"
"She's Out of My League",2010,"Kirk is an average Joe who works as a TSA agent at the Pittsburgh airport with his friends. The status quo of his fairly monotonous life ends when he meets Molly, a smart, kind and gorgeous blonde. Because she's way out of his league (she's a hard 10 and he is but a 5), Kirk knows there's no way on earth she's ever going to fall for him. Or is there...?","An average Joe meets the perfect woman, but his lack of confidence and the influence of his friends and family begin to pick away at the relationship.",Action|Comedy|Romance,tt0815236,0,ExA-EKYuU90,6.4,https://hydramovies.com/wp-content/uploads/2018/04/Shes-Out-of-My-League-Movie-Poster.jpg,"Jim Field Smith","Sean Anders","Alice Eve|Jay Baruchel|T.J. Miller"
"Sherlock Holmes: A Game of Shadows",2011,"Sherlock Holmes (Robert Downey Jr.) and his longtime trusted associate, Doctor Watson (Jude Law), take on their arch-nemesis, Professor Moriarty (Jared Harris), with the help of Holmes' older brother Mycroft Holmes (Stephen Fry) and a gypsy named Simza (Noomi Rapace).","Sherlock Holmes and his sidekick Dr. Watson join forces to outwit and bring down their fiercest adversary, Professor Moriarty.",Action|Adventure|Crime|Mystery|Thriller,tt1515091,129,DpxtbtnC1u8,7.5,https://hydramovies.com/wp-content/uploads/2018/04/Sherlock-Holmes-A-Game-of-Shadows-Movie-Poster.jpg,"Guy Ritchie","Michele Mulroney","Jude Law|Robert Downey Jr."
"Sherlock Holmes",2009,"After finally catching serial killer and occult ""sorcerer"" Lord Blackwood, legendary sleuth Sherlock Holmes and his assistant Dr. Watson can close yet another successful case. But when Blackwood mysteriously returns from the grave and resumes his killing spree, Holmes must take up the hunt once again. Contending with his partner's new fiancée and the dimwitted head of Scotland Yard, the dauntless detective must unravel the clues that will lead him into a twisted web of murder, deceit, and black magic - and the deadly embrace of temptress Irene Adler.","Detective Sherlock Holmes and his stalwart partner Watson engage in a battle of wits and brawn with a nemesis whose plot is a threat to all of England.",Action|Adventure|Crime|Mystery|Thriller,tt0988045,128,J7nJksXDBWc,7.6,https://hydramovies.com/wp-content/uploads/2018/04/Sherlock-Holmes-Movie-Poster.jpg,"Guy Ritchie","Michael Robert Johnson","Jude Law|Robert Downey Jr."
"Shaun the Sheep Movie",2015,"Shaun the sheep is tired of doing the same work at the farm everyday. He decides to take a day off. In order to do that, he needs to make sure the farmer doesn't know. When more happens than they can handle, the sheep find their way in the big city. Now they need to get back to the farm.","When Shaun decides to take the day off and have some fun, he gets a little more action than he bargained for. A mix up with the Farmer, a caravan and a very steep hill lead them all to the Big City and it's up to Shaun and the flock to return everyone safely to the green grass of home.",Action|Adventure|Animation|Comedy|Family,tt2872750,85,tQvwiOWpj7o,7.4,https://hydramovies.com/wp-content/uploads/2018/04/Shaun-the-Sheep-Movie-Movie-Poster.jpg,"Mark Burton","Mark Burton","John Sparkes|Justin Fletcher"
"Shaun of the Dead",2004,"Shaun doesn't have a very good day, so he decides to turn his life around by getting his ex to take him back, but he times it for right in the middle of what may be a zombie apocalypse... But for him, it's an opportunity to show everyone he knows how useful he is by saving them all. All he has to do is survive... And get his ex back.","A man decides to turn his moribund life around by winning back his ex-girlfriend, reconciling his relationship with his mother, and dealing with an entire community that has returned from the dead to eat the living.",Action|Comedy|Horror,tt0365748,99,12Ok6bbV7rQ,8,https://hydramovies.com/wp-content/uploads/2018/04/Shaun-of-the-Dead-Movie-Poster.jpg,"Edgar Wright","Simon Pegg","Kate Ashfield|Nick Frost|Simon Pegg"
"Shanghai Knights",2003,"When a Chinese rebel murders Chon's estranged father and escapes to England, Chon and Roy make their way to London with revenge on their minds. Chon's sister, Lin, has the same idea, and uncovers a worldwide conspiracy to murder the royal family but almost no one will believe her.","When a Chinese rebel murders Chon's estranged father and escapes to England, Chon and Roy make their way to London with revenge on their minds.",Action|Adventure|Comedy,tt0300471,114,a26E5JR4M4A,6.2,https://hydramovies.com/wp-content/uploads/2018/04/Shanghai-Knights-Movie-Poster.jpg,"David Dobkin","Alfred Gough","Jackie Chan|Owen Wilson"
Shanghai,2010,"An American man returns to a corrupt, Japanese-occupied Shanghai four months before Pearl Harbor and discovers his friend has been killed. While he unravels the mysteries of the death, he falls in love and discovers a much larger secret.","A '40s period piece which revolves around an American expat who returns to Shanghai in the months before Pearl Harbor due to the death of his friend.",Action|Drama|Mystery|Romance|Thriller,tt1092634,105,dvpAdG54fZM,6.4,https://hydramovies.com/wp-content/uploads/2018/04/Shanghai-Movie-Poster.jpg,"Mikael Håfström","Hossein Amini","John Cusack|Li Gong|Yun-Fat Chow"
Shame,2011,"Brandon is a 30-something man living in New York who is unable to manage his sex life. After his wayward younger sister moves into his apartment, Brandon's world spirals out of control. Shame examines the nature of need, how we live our lives and the experiences that shape us.","A man's carefully cultivated private life is disrupted when his sister arrives for an indefinite stay.",Action|Drama,tt1723811,101,zyUqkoJC3pQ,7.2,https://hydramovies.com/wp-content/uploads/2018/04/Shame-Movie-Poster.jpg,"Steve McQueen","Steve McQueen","Carey Mulligan|Michael Fassbender"
"Shall We Dance",2004,"John Clark is a middle aged Chicago estate lawyer. He loves his family, which includes his wife Beverly, but their combined busy schedules and getting caught in a rut after two decades of marriage has left him feeling unfulfilled. While taking the el train home every night, he notices the same young, beautiful contemplative woman staring out of one of the windows of Miss Mitzi's Dance Studio, which specializes in ballroom. He is intrigued enough with her beauty and sadness to go in one evening on his way home. He learns that she is Paulina, one of the instructors and a former world class ballroom dancer. Because of her, he signs up for beginner group dance lessons, regardless of them being taught by Miss Mitzi herself, and not Paulina. As time progresses, John gets caught up in the lives of those at Miss Mitzi's: his two fellow classmates - overweight Vern who wants to learn to dance for his upcoming wedding, and Chic, who wants to impress the ladies - and two of the studio's ...","A romantic comedy where a bored, overworked Estate Lawyer, upon first sight of a beautiful instructor, signs up for ballroom dancing lessons.",Action|Comedy|Drama|Music|Romance,tt0358135,106,Mr3AjEn2uO8,6.1,https://hydramovies.com/wp-content/uploads/2018/04/Shall-We-Dance-Movie-Poster.jpg,"Peter Chelsom","Masayuki Suo","Jennifer Lopez|Richard Gere|Susan Sarandon"
"Shadow Dancer",2012,"In 1993, the IRA member Collette is arrested in the London tube after leaving a bomb in the facility. MI-5 Agent Mac offers a deal to Collette to become an informer. She accepts the agreement to protect her son and in return Mac offers a new identity to her after a period working for the MI-5. Soon Mac learns that his superior Kate Fletcher is using Collette to protect her mole inside the Irish organization. Mac tries to find the identity of the informer and protect Collette.","Set in 1990s Belfast, an active member of the IRA becomes an informant for MI5 in order to protect her son's welfare.",Action|Drama|Thriller,tt1770734,101,5zI95PBzTvQ,6.2,https://hydramovies.com/wp-content/uploads/2018/04/Shadow-Dancer-Movie-Poster.jpg,"James Marsh","Tom Bradby","Andrea Riseborough|Clive Owen|Gillian Anderson"
"Sexy Beast",2000,"Gal, Deedee, Aitch and Jackie, having left behind respective lives of ill-repute, bask in the sun of Spain and in the most essential brand of leisure. A hazy yarn of barbecues, beer and botched hunting expeditions make up their retirements, until a sudden and unforeseen disruption emerges from their past. Enter the childishly violent and hilariously edgy Don Logan. Through a series of side-splitting negotiations and irrevocable acts, retired crook Gal is forced to shake off the rust and accept one last mission, put forth by the menacing Logan, his ex-mentor. A heist of legendary proportion and personal implications, this job should make for one hell of an encore.","Brutal gangster Don Logan recruits &quot;retired&quot; safecracker Gal for one last job, but it goes badly for both of them.",Action|Crime|Drama|Thriller,tt0203119,89,LNydg8AcOUk,7.3,https://hydramovies.com/wp-content/uploads/2018/04/Sexy-Beast-Movie-Poster.jpg,"Jonathan Glazer","Louis Mellis","Ben Kingsley|Ian McShane|Ray Winstone"
